"ID","Symbol","MeanExpression","Metagene","Module","Chromosome","Description"
"Vitvi13g01423","Vitvi13g01423",1.32177861176709,"8 x 10","","13 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi00g01135","",1.67226561169258,"9 x 10",""," ",""
"Vitvi02g01826","",1.67198312481668,"9 x 10",""," ",""
"Vitvi04g00249","Vitvi04g00249",3.88295390190344,"9 x 10","","4 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi07g01622","Vitvi07g01622",3.10140187352159,"9 x 10","","7 ","Binding to a fatty-acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with a fatty acyl group."
"Vitvi10g02042","",1.0155986090143,"9 x 10",""," ",""
"Vitvi15g00555","Vitvi15g00555",0.961842317176116,"9 x 10","","15 ","Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues."
"Vitvi15g01634","Vitvi15g01634",1.08251815151507,"9 x 10","","15 ","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"Vitvi17g00602","Vitvi17g00602",2.21633237823054,"9 x 10","","17 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi00g01892","",1.36158543804939,"10 x 10",""," ",""
"Vitvi01g00087","Vitvi01g00087",3.9763535596936,"10 x 10","","1 ","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"Vitvi02g00718","Vitvi02g00718",3.0064619866553,"10 x 10","","2 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi06g01938","",1.71634327175504,"10 x 10",""," ",""
"Vitvi12g00071","Vitvi12g00071",4.85206106298802,"10 x 10","","12 ","Binding to a metal ion."
"Vitvi14g01504","Vitvi14g01504",1.33699245396886,"10 x 10","","14 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi14g02916","",1.12718080312462,"10 x 10",""," ",""
"Vitvi17g00735","",1.11916574864388,"10 x 10",""," ",""
"Vitvi19g00024","Vitvi19g00024",2.89409647102498,"10 x 10","","19 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi07g01463","",1.72241152951784,"11 x 10",""," ",""
"Vitvi00g02181","",3.21709373643263,"11 x 10",""," ",""
"Vitvi10g02398","",3.21688983888563,"11 x 10",""," ",""
"Vitvi01g01440","Vitvi01g01440",2.0966169663748,"11 x 10","","1 ","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"Vitvi02g00732","Vitvi02g00732",2.46745976749686,"11 x 10","","2 ","Binding to a metal ion."
"Vitvi05g02179","",2.8776376681921,"11 x 10",""," ",""
"Vitvi07g01980","Vitvi07g01980",1.57267979618102,"11 x 10","","7 ","Binding to a lipid."
"Vitvi07g02084","",1.93228951207324,"11 x 10",""," ",""
"Vitvi08g00674","Vitvi08g00674",3.01801643668515,"11 x 10","","8 ",""
"Vitvi09g00345","Vitvi09g00345",2.29022301447773,"11 x 10","","9 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi12g00304","Vitvi12g00304",3.59086724098421,"11 x 10","","12 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi12g02060","Vitvi12g02060",2.99383411017806,"11 x 10","","12 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi12g00463","Vitvi12g00463",3.48889367055498,"11 x 10","","12 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi18g00688","Vitvi18g00688",5.3700796155587,"11 x 10","","18 ","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"Vitvi07g01170","",0.988592823670754,"12 x 10",""," ",""
"Vitvi05g00684","Vitvi05g00684",2.65694432820751,"12 x 10","","5 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi05g01777","Vitvi05g01777",2.04518047575044,"12 x 10","","5 ","The error-free repair of a double-strand break in DNA in which the centromere-proximal end of a broken chromosome searches for a homologous region in an intact chromosome. DNA synthesis initiates from the 3' end of the invading DNA strand, using the intact chromosome as the template, and progresses to the end of the chromosome."
"Vitvi16g00158","Vitvi16g00158",2.57215418919395,"12 x 10","","16 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi17g00199","Vitvi17g00199",2.40479369825578,"12 x 10","","17 ","Catalysis of the reaction: prostaglandin H(2) = prostaglandin E(2)."
"Vitvi18g02785","",1.01638359863278,"12 x 10",""," ",""
"Vitvi10g01750","",1.45918156084506,"13 x 10",""," ",""
"Vitvi01g01352","Vitvi01g01352",2.13176858446141,"13 x 10","","1 ","Binding to a protein."
"Vitvi01g00715","Vitvi01g00715",1.53942790127538,"13 x 10","","1 ","The cell cycle process in which double-strand breaks are generated at defined hotspots throughout the genome during meiosis I. This results in the initiation of meiotic recombination."
"Vitvi03g00136","Vitvi03g00136",3.11319615447011,"13 x 10","","3 ",""
"Vitvi04g01141","Vitvi04g01141",2.78478267955662,"13 x 10","","4 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi06g00049","Vitvi06g00049",2.45453795725287,"13 x 10","","6 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi12g02009","Vitvi12g02009",1.07984224005969,"13 x 10","","12 ",""
"Vitvi07g01573","",2.70488635002185,"14 x 10",""," ",""
"Vitvi02g00802","Vitvi02g00802",2.43986094954553,"14 x 10","","2 ","Binding to a protein."
"Vitvi02g01211","Vitvi02g01211",0.946508101163697,"14 x 10","","2 ","Binding to an RNA molecule or a portion thereof."
"Vitvi07g00184","Vitvi07g00184",3.43291747290802,"14 x 10","","7 ","The process in which one or more ubiquitin groups are added to a protein."
"Vitvi09g01591","Vitvi09g01591",1.96647863287643,"14 x 10","","9 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi11g00723","Vitvi11g00723",4.38052672643833,"14 x 10","","11 ","Binding to an RNA molecule or a portion thereof."
"Vitvi12g02295","Vitvi12g02295",2.77151462266571,"14 x 10","","12 ",""
"Vitvi18g00844","Vitvi18g00844",2.54319771838479,"14 x 10","","18 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi04g01782","Vitvi04g01782",2.16059777352443,"15 x 10","","4 ",""
"Vitvi05g00391","Vitvi05g00391",4.2080714411754,"15 x 10","","5 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi05g01340","Vitvi05g01340",2.43779235827282,"15 x 10","","5 ","Binding to an RNA molecule or a portion thereof."
"Vitvi11g01213","Vitvi11g01213",1.58336063551715,"15 x 10","","11 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi13g00630","",3.04488971638482,"15 x 10",""," ",""
"Vitvi13g00643","Vitvi13g00643",1.63630981663573,"15 x 10","","13 ","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"Vitvi14g00099","Vitvi14g00099",2.31297723944945,"15 x 10","","14 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi15g00443","Vitvi15g00443",3.24959253993531,"15 x 10","","15 ","The aggregation, arrangement and bonding together of a set of components to form mitochondrial respiratory chain complex I."
"Vitvi01g00368","Vitvi01g00368",4.51432237643522,"16 x 10","","1 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi04g01260","Vitvi04g01260",2.9219587428766,"16 x 10","","4 ","Binding to a nucleic acid."
"Vitvi05g01812","",3.01562362294585,"16 x 10",""," ",""
"Vitvi05g00369","Vitvi05g00369",1.60520365616409,"16 x 10","","5 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi05g00514","",2.26228255392992,"16 x 10",""," ",""
"Vitvi13g02268","",1.84715020080249,"16 x 10",""," ",""
"Vitvi13g00204","Vitvi13g00204",1.98315209851885,"16 x 10","","13 ","The process in which a uridine in position 34 of a tRNA is post-transcriptionally modified."
"Vitvi14g00977","Vitvi14g00977",2.30746645208404,"16 x 10","","14 ",""
"Vitvi15g01521","",3.38435325602449,"16 x 10",""," ",""
"Vitvi00g00293","",1.55426736313854,"17 x 10",""," ",""
"Vitvi09g02104","Vitvi09g02104",1.55389591817465,"17 x 10","","Un ","The action of a molecule that contributes to the structural integrity of the ribosome."
"Vitvi01g02028","Vitvi01g02028",1.96507398153092,"17 x 10","","1 ","The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."
"Vitvi02g00641","Vitvi02g00641",2.59604918699085,"17 x 10","","2 ",""
"Vitvi02g00095","Vitvi02g00095",1.65368353735811,"17 x 10","","2 ",""
"Vitvi07g00300","Vitvi07g00300",2.00961473657901,"17 x 10","","7 ","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"Vitvi07g02672","Vitvi07g02672",1.43943614024017,"17 x 10","","7 ","Binding to a protein."
"Vitvi08g01708","Vitvi08g01708",1.80846573296039,"17 x 10","","8 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi09g00197","Vitvi09g00197",1.49556684862267,"17 x 10","","9 ","Binding to a protein."
"Vitvi13g01390","",1.28085721451685,"17 x 10",""," ",""
"Vitvi01g00701","Vitvi01g00701",2.65516127575043,"18 x 10","","1 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi02g01664","Vitvi02g01664",2.19418002363099,"18 x 10","","2 ","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
